path,label,video_id,frame_num,split,mask_fraction,original_brightness_mean,original_contrast_std,original_sharpness_laplacian_var,original_saturation_mean,original_edge_density,cleaned_brightness_mean,cleaned_contrast_std,cleaned_sharpness_laplacian_var,cleaned_saturation_mean,cleaned_edge_density,delta_brightness_mean,delta_contrast_std,delta_sharpness_laplacian_var,delta_saturation_mean,delta_edge_density,original_jpeg_bytes,cleaned_jpeg_bytes,delta_jpeg_bytes
testing/flip/0001_000000020.jpg,flip,0001,20,testing,0.7123765432098765,118.63385802469136,58.66774277152453,598.3414571830109,60.11976851851852,0.07847222222222222,135.81408179012345,64.8167432894758,109.21157254991616,29.356743827160493,0.016026234567901233,17.18022376543209,6.149000517951265,-489.1298846330948,-30.763024691358027,-0.06244598765432099,360695,194360,-166335
testing/flip/0002_000000012.jpg,flip,0002,12,testing,0.5692978395061729,140.0634336419753,64.33408639407823,434.60261816962924,43.48243827160494,0.05520833333333333,152.57654320987655,69.9399473827544,199.17364900971415,26.13945216049383,0.028186728395061728,12.513109567901239,5.60586098867617,-235.42896915991508,-17.342986111111113,-0.027021604938271604,299655,221347,-78308
testing/flip/0002_000000013.jpg,flip,0002,13,testing,0.5774768518518518,137.21293209876544,62.393460795541486,458.6363270916686,44.84092592592592,0.05878086419753086,149.30645833333332,67.88107880348174,220.6299373263889,26.427507716049384,0.031766975308641976,12.09352623456789,5.487618007940256,-238.0063897652797,-18.41341820987654,-0.027013888888888886,307808,228987,-78821
testing/flip/0002_000000015.jpg,flip,0002,15,testing,0.6039351851851852,125.56518518518519,58.833546539559364,450.40935652857553,49.665154320987654,0.05652777777777778,133.87865740740742,64.90392292581711,251.53382609143998,29.21991512345679,0.029645061728395063,8.31347222222223,6.070376386257749,-198.87553043713555,-20.445239197530864,-0.026882716049382718,299937,225042,-74895
testing/flip/0002_000000017.jpg,flip,0002,17,testing,0.6862114197530864,120.98768518518519,56.5727529480678,453.6671544352399,53.96003086419753,0.057422839506172836,125.72033179012345,64.12145198868183,236.05326388597155,28.522353395061728,0.027916666666666666,4.732646604938267,7.548699040614025,-217.61389054926838,-25.4376774691358,-0.02950617283950617,307731,216282,-91449
testing/flip/0003_000000005.jpg,flip,0003,5,testing,0.6101234567901235,139.69226080246915,64.68584346227395,783.2217330970293,46.98226851851852,0.09701388888888889,150.23314814814816,73.23385641405447,347.8478703551288,25.98795524691358,0.03540123456790124,10.54088734567901,8.548012951780521,-435.3738627419005,-20.994313271604938,-0.06161265432098765,394555,244901,-149654
testing/flip/0003_000000008.jpg,flip,0003,8,testing,0.5998842592592593,139.44461419753085,64.91591774639969,796.0177149155521,47.05185185185185,0.0966820987654321,154.51288580246913,72.77452508002206,353.94212150342696,25.55923611111111,0.0362037037037037,15.068271604938275,7.858607333622373,-442.07559341212516,-21.49261574074074,-0.0604783950617284,396788,249390,-147398
testing/flip/0003_000000022.jpg,flip,0003,22,testing,0.7014043209876544,123.31454475308642,58.72383542559301,513.5163457530768,57.885354938271604,0.07783179012345678,136.9381712962963,66.84937922545491,158.36555554388625,26.967854938271604,0.0264429012345679,13.62362654320988,8.125543799861902,-355.15079020919063,-30.9175,-0.05138888888888889,347271,204738,-142533
testing/flip/0003_000000025.jpg,flip,0003,25,testing,0.781466049382716,126.31949845679013,58.277206432388894,290.1006669881092,58.91276234567901,0.04577160493827161,143.84355709876544,64.75906063686587,49.95523912459753,27.624313271604937,0.004945987654320988,17.524058641975316,6.481854204476974,-240.14542786351166,-31.288449074074077,-0.04082561728395062,274031,160075,-113956
testing/flip/0004_000000006.jpg,flip,0004,6,testing,0.6229089506172839,138.55693672839507,63.979546419623915,469.49095678988533,46.420586419753086,0.07828703703703704,157.99647376543209,72.20157041209752,178.15451335156368,25.234336419753088,0.028009259259259258,19.439537037037013,8.22202399247361,-291.3364434383217,-21.186249999999998,-0.05027777777777778,332756,215097,-117659
testing/flip/0004_000000013.jpg,flip,0004,13,testing,0.5828626543209876,138.3574151234568,67.3225063016683,365.742428173523,45.78314814814815,0.06689814814814815,152.62688271604938,73.55312241803902,100.74176544900739,26.62065586419753,0.01925925925925926,14.269467592592576,6.230616116370726,-265.0006627245156,-19.16249228395062,-0.04763888888888889,309282,199643,-109639
testing/flip/0004_000000014.jpg,flip,0004,14,testing,0.5812191358024691,137.56377314814816,66.97629226969384,332.57820984224975,46.004567901234566,0.06455246913580247,152.06601080246912,73.30536357799716,79.94077071878334,27.168881172839505,0.018287037037037036,14.502237654320965,6.3290713083033125,-252.6374391234664,-18.83568672839506,-0.046265432098765435,300529,192714,-107815
testing/flip/0004_000000027.jpg,flip,0004,27,testing,0.7691512345679012,113.9165663580247,55.81109941712647,303.43890816561645,63.52909722222222,0.062322530864197534,142.38953703703703,67.15667917037793,54.52609565972221,29.16345679012346,0.006751543209876543,28.472970679012334,11.345579753251457,-248.91281250589424,-34.36564043209876,-0.05557098765432099,300314,165819,-134495
testing/flip/0005_000000003.jpg,flip,0005,3,testing,0.5568287037037037,142.91306327160493,64.28143857120058,480.55398749708263,42.91787037037037,0.08533179012345679,155.1188811728395,71.73469453252137,229.48746913365918,24.29287808641975,0.045509259259259256,12.205817901234582,7.453255961320792,-251.06651836342346,-18.624992283950622,-0.039822530864197535,340970,254151,-86819
testing/flip/0005_000000008.jpg,flip,0005,8,testing,0.5287191358024691,141.24762345679014,63.281786971081004,664.4973135107072,42.95211419753086,0.09551697530864198,153.17318672839505,71.09136932041002,336.06485260767937,24.961141975308642,0.056712962962962965,11.925563271604915,7.80958234932902,-328.4324609030278,-17.99097222222222,-0.03880401234567901,391868,287907,-103961
testing/flip/0005_000000018.jpg,flip,0005,18,testing,0.5579938271604938,133.42735339506171,64.52402163173433,448.6149738911156,48.011574074074076,0.058526234567901236,146.50582561728396,70.91815899122142,161.46297799473214,29.536890432098765,0.024027777777777776,13.078472222222246,6.39413735948709,-287.1519958963835,-18.47468364197531,-0.03449845679012346,308646,216102,-92544
testing/flip/0005_000000023.jpg,flip,0005,23,testing,0.6356944444444445,119.4695061728395,60.19468155419094,486.4099536844136,55.327831790123454,0.06814814814814815,119.55225308641975,70.51301900969688,163.3915200354724,32.68965277777778,0.028526234567901234,0.08274691358025166,10.318337455505933,-323.0184336489412,-22.638179012345674,-0.039621913580246915,330245,217973,-112272
testing/flip/0005_000000028.jpg,flip,0005,28,testing,0.7482021604938272,110.85046296296296,60.53199388535192,411.10314698121476,60.82913580246914,0.054683641975308644,87.86723765432099,73.89115460660932,93.16179777466992,41.103927469135805,0.011751543209876543,-22.983225308641977,13.359160721257396,-317.9413492065448,-19.725208333333335,-0.0429320987654321,285560,173530,-112030
testing/flip/0006_000000001.jpg,flip,0006,1,testing,0.5840740740740741,132.87662808641974,69.42840116939782,553.4430934794024,43.20501543209877,0.05935185185185185,138.82515432098765,81.04824647177152,287.5240275910685,27.17733024691358,0.03215277777777778,5.9485262345679075,11.619845302373704,-265.9190658883339,-16.027685185185188,-0.02719907407407407,291943,222077,-69866
testing/flip/0006_000000006.jpg,flip,0006,6,testing,0.5999305555555555,133.3450077160494,69.33353936656933,533.5467120177469,43.39087962962963,0.056720679012345676,141.36881944444445,80.62384384276672,255.57685923300326,26.070787037037036,0.02820216049382716,8.02381172839506,11.290304476197392,-277.9698527847437,-17.320092592592594,-0.028518518518518516,299163,216617,-82546
testing/flip/0006_000000008.jpg,flip,0006,8,testing,0.596604938271605,133.33358796296295,69.34581557153138,540.6744982495404,43.901358024691355,0.057368827160493824,141.97010030864197,80.93227359972536,257.5690119453494,26.293503086419754,0.02766975308641975,8.636512345679023,11.586458028193988,-283.105486304191,-17.6078549382716,-0.029699074074074072,303318,216106,-87212
