path,label,split,video_id,frame_num,brightness_mean,contrast_std,sharpness_laplacian_var,saturation_mean,edge_density,jpeg_bytes
testing/flip/0001_000000020.jpg,flip,testing,0001,20,118.63828125,58.59576307559518,526.7702150854288,59.968243475274726,0.0818853021978022,360695.0
testing/flip/0002_000000012.jpg,flip,testing,0002,12,140.06648351648352,64.30349685428692,418.65438025244333,43.43186813186813,0.05666208791208791,299655.0
testing/flip/0002_000000013.jpg,flip,testing,0002,13,137.21705013736263,62.3590494797074,440.58013340850863,44.775154532967036,0.06060267857142857,307808.0
testing/flip/0002_000000015.jpg,flip,testing,0002,15,125.56981456043955,58.79181147983958,423.150238444035,49.61418269230769,0.05897149725274725,299937.0
testing/flip/0002_000000017.jpg,flip,testing,0002,17,120.99397321428572,56.5296883436244,427.4995964730038,53.90647321428571,0.057743818681318684,307731.0
testing/flip/0003_000000005.jpg,flip,testing,0003,5,139.69735576923077,64.5857159748235,676.6110530857419,46.85363152472527,0.09873798076923077,394555.0
testing/flip/0003_000000008.jpg,flip,testing,0003,8,139.45169986263735,64.81783276667971,681.278620498154,46.92381524725275,0.09993990384615385,396788.0
testing/flip/0003_000000022.jpg,flip,testing,0003,22,123.31761675824175,58.66716245014776,461.48861045208145,57.783447802197806,0.08074347527472528,347271.0
testing/flip/0003_000000025.jpg,flip,testing,0003,25,126.32669986263737,58.244941958642954,268.7101239492018,58.82231284340659,0.04769917582417582,274031.0
testing/flip/0004_000000006.jpg,flip,testing,0004,6,138.56303228021977,63.928517505262555,425.0167238512743,46.32051854395604,0.08070054945054946,332756.0
testing/flip/0004_000000013.jpg,flip,testing,0004,13,138.35800137362637,67.284528478072,339.2008368645916,45.69710679945055,0.0673076923076923,309282.0
testing/flip/0004_000000014.jpg,flip,testing,0004,14,137.56444024725275,66.93916252331415,312.3067651025196,45.92168612637363,0.06658653846153846,300529.0
testing/flip/0004_000000027.jpg,flip,testing,0004,27,113.9164320054945,55.77797819529791,288.1908934408869,63.450892857142854,0.06183894230769231,300314.0
testing/flip/0005_000000003.jpg,flip,testing,0005,3,142.91954842032968,64.23705715086284,454.2010283329308,42.84632554945055,0.08444368131868132,340970.0
testing/flip/0005_000000008.jpg,flip,testing,0005,8,141.2515882554945,63.21595491451144,601.8148678026129,42.89268543956044,0.09436813186813187,391868.0
testing/flip/0005_000000018.jpg,flip,testing,0005,18,133.43189388736263,64.47269564027361,414.4581534651872,47.94068509615385,0.06011332417582418,308646.0
testing/flip/0005_000000023.jpg,flip,testing,0005,23,119.47458791208791,60.14525591917396,454.60752893299315,55.261023351648355,0.06996050824175824,330245.0
testing/flip/0005_000000028.jpg,flip,testing,0005,28,110.85681662087912,60.48940852620079,383.05152720146975,60.76768543956044,0.057366071428571426,285560.0
testing/flip/0006_000000001.jpg,flip,testing,0006,1,132.8843492445055,69.37500278862686,526.1370522479806,43.14648008241758,0.06019059065934066,291943.0
testing/flip/0006_000000006.jpg,flip,testing,0006,6,133.35198317307692,69.28129128262678,500.7329815425442,43.33074347527472,0.0578125,299163.0
testing/flip/0006_000000008.jpg,flip,testing,0006,8,133.3396978021978,69.2959567796533,512.0376875501785,43.83671016483517,0.058319024725274726,303318.0
testing/flip/0006_000000012.jpg,flip,testing,0006,12,132.9301768543956,68.81101445434865,440.5230339936412,45.551768543956044,0.05666208791208791,297542.0
testing/flip/0006_000000021.jpg,flip,testing,0006,21,127.87113667582418,68.78461339961788,388.3386032761573,49.90758070054945,0.05762362637362638,296033.0
testing/flip/0006_000000022.jpg,flip,testing,0006,22,127.22026957417583,68.1791614485975,390.7934722074157,50.80244677197802,0.05958104395604396,303494.0
testing/flip/0006_000000024.jpg,flip,testing,0006,24,125.74668612637363,67.22795592129924,388.4650720466915,52.72413289835165,0.06438873626373626,318268.0
testing/flip/0006_000000025.jpg,flip,testing,0006,25,125.55814732142858,66.76592741768779,388.23099561724683,53.67388392857143,0.06508413461538462,325771.0
testing/flip/0006_000000030.jpg,flip,testing,0006,30,133.19205013736263,60.60810670364801,373.65907288290487,53.897364354395606,0.08031421703296704,331852.0
testing/flip/0007_000000008.jpg,flip,testing,0007,8,142.1929429945055,65.33238818593573,55.17336495064002,46.024424793956044,0.02240728021978022,224327.0
testing/flip/0007_000000018.jpg,flip,testing,0007,18,134.1657967032967,65.33812073939205,204.9789141452118,49.22409855769231,0.05239526098901099,258520.0
testing/flip/0007_000000024.jpg,flip,testing,0007,24,118.25826751373626,59.524397033408064,400.0678742707327,59.48519059065934,0.06709306318681318,308434.0
testing/flip/0008_000000005.jpg,flip,testing,0008,5,141.35286744505495,65.80878480600552,683.1557867310028,44.20621565934066,0.0865470467032967,370051.0
testing/flip/0008_000000007.jpg,flip,testing,0008,7,141.56913633241757,66.39439823101605,708.8718320575921,44.41456043956044,0.08789491758241759,373446.0
testing/flip/0008_000000023.jpg,flip,testing,0008,23,120.66476648351649,57.667018675669155,609.6774371110141,57.3034426510989,0.0912345467032967,384376.0
testing/flip/0008_000000026.jpg,flip,testing,0008,26,118.43655563186813,59.217591169626544,448.5361277297257,58.511692994505495,0.07450206043956044,329842.0
testing/flip/0008_000000029.jpg,flip,testing,0008,29,119.5063701923077,60.35064843418126,389.00720911496563,59.87348901098901,0.06471497252747253,314723.0
testing/flip/0009_000000007.jpg,flip,testing,0009,7,140.76839800824175,69.81020821207719,608.4848230088077,43.45790693681319,0.06907623626373627,343905.0
testing/flip/0009_000000016.jpg,flip,testing,0009,16,128.43604052197801,66.40027402017556,454.6945300735936,49.68037431318681,0.05806146978021978,297366.0
testing/flip/0009_000000019.jpg,flip,testing,0009,19,121.8703125,63.68057392731934,454.06025688032264,53.2139165521978,0.06223385989010989,305602.0
testing/flip/0009_000000020.jpg,flip,testing,0009,20,117.8320570054945,60.81906296107975,488.1237536397768,56.128228021978025,0.07038118131868132,321938.0
testing/flip/0009_000000023.jpg,flip,testing,0009,23,113.71824347527472,58.74672088936141,466.740325174911,59.4561040521978,0.06908482142857143,325291.0
testing/flip/0009_000000025.jpg,flip,testing,0009,25,117.32784168956044,59.73597527462536,365.69314796524225,59.22509443681319,0.057434752747252744,291198.0
testing/flip/0009_000000026.jpg,flip,testing,0009,26,118.34870364010989,59.56175615463896,347.86930736470345,60.30680803571428,0.0571771978021978,282037.0
testing/flip/0010_000000004.jpg,flip,testing,0010,4,140.3637190934066,70.05025942205293,519.2046606860272,42.434666895604394,0.06246565934065934,320635.0
testing/flip/0010_000000008.jpg,flip,testing,0010,8,136.9565934065934,69.54137340097635,401.82252185797114,43.0751459478022,0.05552884615384615,281506.0
testing/flip/0010_000000009.jpg,flip,testing,0010,9,135.97627918956044,68.72019305521252,429.2225011184742,43.42273351648352,0.05734031593406593,286436.0
testing/flip/0010_000000012.jpg,flip,testing,0010,12,125.23857314560439,64.07080971909315,409.15480993736367,48.140066964285715,0.05852506868131868,295819.0
testing/flip/0010_000000013.jpg,flip,testing,0010,13,123.06680975274725,63.02468692073717,421.4478094713118,49.79601648351648,0.05934065934065934,298636.0
testing/flip/0010_000000021.jpg,flip,testing,0010,21,115.31840659340659,58.617222308548925,411.8813011073802,59.03801510989011,0.06029361263736264,305868.0
testing/flip/0011_000000006.jpg,flip,testing,0011,6,144.35066105769232,49.45822536643216,980.1923239957922,46.98158482142857,0.10597527472527472,423169.0
testing/flip/0011_000000014.jpg,flip,testing,0011,14,137.9254893543956,53.49953289455591,702.4786179759673,55.92917239010989,0.09046188186813187,374146.0
testing/flip/0011_000000023.jpg,flip,testing,0011,23,136.87703468406593,56.2338392358565,297.8194769027668,62.02924965659341,0.056687843406593406,262844.0
testing/flip/0011_000000026.jpg,flip,testing,0011,26,137.0837912087912,56.657589095462335,529.836516076134,61.30660199175824,0.0637448489010989,315652.0
testing/flip/0011_000000027.jpg,flip,testing,0011,27,137.4812070741758,56.69673494375124,523.5399284211882,60.86986607142857,0.06390796703296703,318809.0
testing/flip/0012_000000007.jpg,flip,testing,0012,7,149.07609031593407,51.76212038642193,909.649785492861,46.15904017857143,0.08189388736263736,363090.0
testing/flip/0012_000000008.jpg,flip,testing,0012,8,148.6480940934066,51.95469445819015,862.8657269487587,46.594101991758244,0.0824948489010989,358495.0
testing/flip/0012_000000016.jpg,flip,testing,0012,16,145.1753434065934,51.19142766485018,664.1653685016169,51.72748111263736,0.08624656593406593,353889.0
testing/flip/0012_000000022.jpg,flip,testing,0012,22,142.4953125,52.480356692807135,632.061710424277,57.19662603021978,0.06829498626373626,334438.0
testing/flip/0012_000000025.jpg,flip,testing,0012,25,143.51358173076923,52.47260294708167,691.3047503789618,56.44065934065934,0.07498282967032967,344453.0
testing/flip/0012_000000029.jpg,flip,testing,0012,29,143.4163804945055,52.25848618139076,852.3302891654954,56.25632726648352,0.0731456043956044,364135.0
testing/flip/0012_000000030.jpg,flip,testing,0012,30,143.08309581043957,52.39859177775993,923.2071433276759,56.67610748626374,0.07627918956043957,375278.0
testing/flip/0013_000000008.jpg,flip,testing,0013,8,149.53398008241757,50.90129979311652,818.2855264969526,45.898669299450546,0.08199690934065934,353641.0
testing/flip/0013_000000011.jpg,flip,testing,0013,11,145.80011160714287,49.98896796207507,847.3745114354277,47.484332074175825,0.08511332417582418,370570.0
testing/flip/0013_000000013.jpg,flip,testing,0013,13,143.66637190934065,51.015056819637664,876.5084056771053,50.4289320054945,0.07993646978021977,373662.0
testing/flip/0013_000000015.jpg,flip,testing,0013,15,142.46011332417584,51.31966140467467,870.5987844889539,51.95406936813187,0.07454498626373626,371445.0
testing/flip/0013_000000022.jpg,flip,testing,0013,22,142.59825721153845,51.40465136598868,540.8174989433643,56.022827953296705,0.06766826923076923,317182.0
testing/flip/0014_000000003.jpg,flip,testing,0014,3,150.26378777472527,47.61513255995633,955.3548331069901,43.72255322802198,0.08707074175824175,388290.0
testing/flip/0014_000000004.jpg,flip,testing,0014,4,150.38060611263737,47.54627712359766,970.962140725003,43.601330700549454,0.08680460164835165,389498.0
testing/flip/0014_000000006.jpg,flip,testing,0014,6,150.36468921703297,47.52543630743219,968.131673149272,43.666775412087915,0.08534512362637363,390291.0
testing/flip/0014_000000009.jpg,flip,testing,0014,9,150.05169127747251,48.257110640751186,874.3654470140107,44.475832760989015,0.08569711538461539,378304.0
testing/flip/0014_000000010.jpg,flip,testing,0014,10,149.98150755494507,48.37814576541567,828.5523951335529,44.80006009615385,0.08375686813186813,374134.0
testing/flip/0014_000000012.jpg,flip,testing,0014,12,149.19156078296703,49.09205133901488,756.7607508551407,46.089302884615385,0.0809838598901099,364506.0
