path,extension,size_bytes,is_image_extension
testing/flip/0001_000000020.jpg,.jpg,360695,True
testing/flip/0002_000000012.jpg,.jpg,299655,True
testing/flip/0002_000000013.jpg,.jpg,307808,True
testing/flip/0002_000000015.jpg,.jpg,299937,True
testing/flip/0002_000000017.jpg,.jpg,307731,True
testing/flip/0003_000000005.jpg,.jpg,394555,True
testing/flip/0003_000000008.jpg,.jpg,396788,True
testing/flip/0003_000000022.jpg,.jpg,347271,True
testing/flip/0003_000000025.jpg,.jpg,274031,True
testing/flip/0004_000000006.jpg,.jpg,332756,True
testing/flip/0004_000000013.jpg,.jpg,309282,True
testing/flip/0004_000000014.jpg,.jpg,300529,True
testing/flip/0004_000000027.jpg,.jpg,300314,True
testing/flip/0005_000000003.jpg,.jpg,340970,True
testing/flip/0005_000000008.jpg,.jpg,391868,True
testing/flip/0005_000000018.jpg,.jpg,308646,True
testing/flip/0005_000000023.jpg,.jpg,330245,True
testing/flip/0005_000000028.jpg,.jpg,285560,True
testing/flip/0006_000000001.jpg,.jpg,291943,True
testing/flip/0006_000000006.jpg,.jpg,299163,True
testing/flip/0006_000000008.jpg,.jpg,303318,True
testing/flip/0006_000000012.jpg,.jpg,297542,True
testing/flip/0006_000000021.jpg,.jpg,296033,True
testing/flip/0006_000000022.jpg,.jpg,303494,True
testing/flip/0006_000000024.jpg,.jpg,318268,True
testing/flip/0006_000000025.jpg,.jpg,325771,True
testing/flip/0006_000000030.jpg,.jpg,331852,True
testing/flip/0007_000000008.jpg,.jpg,224327,True
testing/flip/0007_000000018.jpg,.jpg,258520,True
testing/flip/0007_000000024.jpg,.jpg,308434,True
testing/flip/0008_000000005.jpg,.jpg,370051,True
testing/flip/0008_000000007.jpg,.jpg,373446,True
testing/flip/0008_000000023.jpg,.jpg,384376,True
testing/flip/0008_000000026.jpg,.jpg,329842,True
testing/flip/0008_000000029.jpg,.jpg,314723,True
testing/flip/0009_000000007.jpg,.jpg,343905,True
testing/flip/0009_000000016.jpg,.jpg,297366,True
testing/flip/0009_000000019.jpg,.jpg,305602,True
testing/flip/0009_000000020.jpg,.jpg,321938,True
testing/flip/0009_000000023.jpg,.jpg,325291,True
testing/flip/0009_000000025.jpg,.jpg,291198,True
testing/flip/0009_000000026.jpg,.jpg,282037,True
testing/flip/0010_000000004.jpg,.jpg,320635,True
testing/flip/0010_000000008.jpg,.jpg,281506,True
testing/flip/0010_000000009.jpg,.jpg,286436,True
testing/flip/0010_000000012.jpg,.jpg,295819,True
testing/flip/0010_000000013.jpg,.jpg,298636,True
testing/flip/0010_000000021.jpg,.jpg,305868,True
testing/flip/0011_000000006.jpg,.jpg,423169,True
testing/flip/0011_000000014.jpg,.jpg,374146,True
testing/flip/0011_000000023.jpg,.jpg,262844,True
testing/flip/0011_000000026.jpg,.jpg,315652,True
testing/flip/0011_000000027.jpg,.jpg,318809,True
testing/flip/0012_000000007.jpg,.jpg,363090,True
testing/flip/0012_000000008.jpg,.jpg,358495,True
testing/flip/0012_000000016.jpg,.jpg,353889,True
testing/flip/0012_000000022.jpg,.jpg,334438,True
testing/flip/0012_000000025.jpg,.jpg,344453,True
testing/flip/0012_000000029.jpg,.jpg,364135,True
testing/flip/0012_000000030.jpg,.jpg,375278,True
testing/flip/0013_000000008.jpg,.jpg,353641,True
testing/flip/0013_000000011.jpg,.jpg,370570,True
testing/flip/0013_000000013.jpg,.jpg,373662,True
testing/flip/0013_000000015.jpg,.jpg,371445,True
testing/flip/0013_000000022.jpg,.jpg,317182,True
testing/flip/0014_000000003.jpg,.jpg,388290,True
testing/flip/0014_000000004.jpg,.jpg,389498,True
testing/flip/0014_000000006.jpg,.jpg,390291,True
testing/flip/0014_000000009.jpg,.jpg,378304,True
testing/flip/0014_000000010.jpg,.jpg,374134,True
testing/flip/0014_000000012.jpg,.jpg,364506,True
testing/flip/0014_000000013.jpg,.jpg,362832,True
testing/flip/0014_000000014.jpg,.jpg,353336,True
testing/flip/0014_000000016.jpg,.jpg,348270,True
testing/flip/0014_000000019.jpg,.jpg,356777,True
testing/flip/0014_000000020.jpg,.jpg,342647,True
testing/flip/0015_000000011.jpg,.jpg,322209,True
testing/flip/0015_000000019.jpg,.jpg,347264,True
testing/flip/0015_000000021.jpg,.jpg,347482,True
testing/flip/0015_000000023.jpg,.jpg,294838,True
testing/flip/0015_000000029.jpg,.jpg,274995,True
testing/flip/0016_000000004.jpg,.jpg,346910,True
testing/flip/0016_000000006.jpg,.jpg,345792,True
testing/flip/0016_000000008.jpg,.jpg,324434,True
testing/flip/0016_000000013.jpg,.jpg,272056,True
testing/flip/0016_000000026.jpg,.jpg,295369,True
testing/flip/0017_000000015.jpg,.jpg,368764,True
testing/flip/0017_000000017.jpg,.jpg,345162,True
testing/flip/0018_000000003.jpg,.jpg,361824,True
testing/flip/0018_000000004.jpg,.jpg,382520,True
testing/flip/0018_000000012.jpg,.jpg,342757,True
testing/flip/0018_000000019.jpg,.jpg,372095,True
testing/flip/0018_000000020.jpg,.jpg,356400,True
testing/flip/0019_000000014.jpg,.jpg,397370,True
testing/flip/0019_000000025.jpg,.jpg,355971,True
testing/flip/0020_000000010.jpg,.jpg,317242,True
testing/flip/0020_000000012.jpg,.jpg,296504,True
testing/flip/0020_000000015.jpg,.jpg,345509,True
testing/flip/0020_000000019.jpg,.jpg,364176,True
testing/flip/0020_000000020.jpg,.jpg,369548,True
testing/flip/0020_000000023.jpg,.jpg,290434,True
testing/flip/0021_000000011.jpg,.jpg,400631,True
testing/flip/0021_000000014.jpg,.jpg,392182,True
testing/flip/0021_000000015.jpg,.jpg,363764,True
testing/flip/0021_000000027.jpg,.jpg,325315,True
testing/flip/0022_000000010.jpg,.jpg,298448,True
testing/flip/0022_000000020.jpg,.jpg,320603,True
testing/flip/0024_000000017.jpg,.jpg,335577,True
testing/flip/0024_000000019.jpg,.jpg,357505,True
testing/flip/0024_000000021.jpg,.jpg,364455,True
testing/flip/0026_000000010.jpg,.jpg,380840,True
testing/flip/0026_000000016.jpg,.jpg,387661,True
testing/flip/0026_000000018.jpg,.jpg,358150,True
testing/flip/0027_000000016.jpg,.jpg,350785,True
testing/flip/0027_000000018.jpg,.jpg,343499,True
testing/flip/0027_000000019.jpg,.jpg,318197,True
testing/flip/0028_000000015.jpg,.jpg,348082,True
testing/flip/0028_000000019.jpg,.jpg,360168,True
testing/flip/0028_000000024.jpg,.jpg,303772,True
testing/flip/0029_000000021.jpg,.jpg,344207,True
testing/flip/0029_000000024.jpg,.jpg,373918,True
testing/flip/0029_000000025.jpg,.jpg,362539,True
testing/flip/0029_000000027.jpg,.jpg,304285,True
testing/flip/0030_000000003.jpg,.jpg,349007,True
testing/flip/0030_000000006.jpg,.jpg,350265,True
testing/flip/0030_000000009.jpg,.jpg,332483,True
testing/flip/0030_000000012.jpg,.jpg,330822,True
testing/flip/0030_000000019.jpg,.jpg,311805,True
testing/flip/0030_000000027.jpg,.jpg,333203,True
testing/flip/0030_000000031.jpg,.jpg,304349,True
testing/flip/0030_000000038.jpg,.jpg,324725,True
testing/flip/0031_000000018.jpg,.jpg,362585,True
testing/flip/0031_000000020.jpg,.jpg,342261,True
testing/flip/0031_000000028.jpg,.jpg,297907,True
testing/flip/0032_000000010.jpg,.jpg,347376,True
testing/flip/0033_000000016.jpg,.jpg,347847,True
testing/flip/0033_000000021.jpg,.jpg,364569,True
testing/flip/0034_000000015.jpg,.jpg,231599,True
testing/flip/0034_000000016.jpg,.jpg,217094,True
testing/flip/0034_000000019.jpg,.jpg,208952,True
testing/flip/0034_000000020.jpg,.jpg,194568,True
testing/flip/0034_000000022.jpg,.jpg,186628,True
testing/flip/0035_000000007.jpg,.jpg,382785,True
testing/flip/0035_000000010.jpg,.jpg,415801,True
testing/flip/0035_000000016.jpg,.jpg,429003,True
testing/flip/0036_000000007.jpg,.jpg,459924,True
testing/flip/0036_000000008.jpg,.jpg,452627,True
testing/flip/0036_000000009.jpg,.jpg,452573,True
testing/flip/0036_000000011.jpg,.jpg,440861,True
testing/flip/0036_000000014.jpg,.jpg,383860,True
testing/flip/0036_000000015.jpg,.jpg,381871,True
testing/flip/0036_000000024.jpg,.jpg,387065,True
testing/flip/0037_000000006.jpg,.jpg,343174,True
testing/flip/0037_000000008.jpg,.jpg,299076,True
testing/flip/0037_000000011.jpg,.jpg,330115,True
testing/flip/0037_000000013.jpg,.jpg,339907,True
testing/flip/0037_000000016.jpg,.jpg,349989,True
testing/flip/0037_000000017.jpg,.jpg,344549,True
testing/flip/0037_000000020.jpg,.jpg,331230,True
testing/flip/0037_000000024.jpg,.jpg,355087,True
testing/flip/0038_000000007.jpg,.jpg,398112,True
testing/flip/0038_000000010.jpg,.jpg,407652,True
testing/flip/0038_000000013.jpg,.jpg,423227,True
testing/flip/0038_000000015.jpg,.jpg,417292,True
testing/flip/0038_000000016.jpg,.jpg,414635,True
testing/flip/0038_000000020.jpg,.jpg,404424,True
testing/flip/0038_000000026.jpg,.jpg,421331,True
testing/flip/0038_000000032.jpg,.jpg,411837,True
testing/flip/0038_000000043.jpg,.jpg,283015,True
testing/flip/0038_000000044.jpg,.jpg,283899,True
testing/flip/0038_000000047.jpg,.jpg,279796,True
testing/flip/0038_000000048.jpg,.jpg,272532,True
testing/flip/0039_000000009.jpg,.jpg,371343,True
testing/flip/0040_000000007.jpg,.jpg,283345,True
testing/flip/0040_000000024.jpg,.jpg,299020,True
testing/flip/0040_000000025.jpg,.jpg,292800,True
testing/flip/0040_000000028.jpg,.jpg,301735,True
testing/flip/0041_000000010.jpg,.jpg,151909,True
testing/flip/0041_000000015.jpg,.jpg,159988,True
testing/flip/0041_000000018.jpg,.jpg,167528,True
testing/flip/0041_000000019.jpg,.jpg,171744,True
testing/flip/0041_000000021.jpg,.jpg,180363,True
testing/flip/0041_000000022.jpg,.jpg,183829,True
testing/flip/0041_000000027.jpg,.jpg,193569,True
testing/flip/0042_000000002.jpg,.jpg,167746,True
testing/flip/0042_000000004.jpg,.jpg,168514,True
testing/flip/0042_000000006.jpg,.jpg,168853,True
testing/flip/0042_000000011.jpg,.jpg,172478,True
