path,label,split,video_id,frame_num,width,height,mask_fraction,changed,original_bytes,cleaned_bytes,orig_brightness_mean,orig_contrast_std,orig_sharpness_laplacian_var,orig_entropy_bits,orig_edge_density,clean_brightness_mean,clean_contrast_std,clean_sharpness_laplacian_var,clean_entropy_bits,clean_edge_density,delta_brightness_mean,delta_contrast_std,delta_sharpness_laplacian_var,delta_entropy_bits,delta_edge_density
testing/flip/0001_000000020.jpg,flip,testing,0001,20,1080,1920,0.3244396219135802,1,360695,293173,118.63546875,59.74268249228216,426.81359999031,7.270855051724052,0.037046199845679015,131.23337914737655,62.34862136999627,397.65472414718226,7.328540550887308,0.02988425925925926,12.597910397376552,2.6059388777141166,-29.15887584312776,0.05768549916325583,-0.007161940586419755
testing/flip/0002_000000012.jpg,flip,testing,0002,12,1080,1920,0.18042390046296297,1,299655,247231,140.0664486882716,64.8574545058683,224.94684123732654,7.3626613626205994,0.02484519675925926,144.3879152199074,65.5833018662843,195.43031876805077,7.3306307280321805,0.01845389660493827,4.321466531635792,0.7258473604159974,-29.51652246927577,-0.03203063458841893,-0.006391300154320989
testing/flip/0002_000000013.jpg,flip,testing,0002,13,1080,1920,0.19072868441358024,1,307808,253875,137.21562644675927,62.960767424575415,244.00187586564056,7.342984898898185,0.027239101080246915,142.09671199845678,63.66350865821924,212.5025983634206,7.316189234895672,0.02070698302469136,4.88108555169751,0.7027412336438275,-31.499277502219968,-0.02679566400251243,-0.006532118055555557
testing/flip/0002_000000015.jpg,flip,testing,0002,15,1080,1920,0.19203993055555554,1,299937,246554,125.56563609182099,59.41307365510791,236.585931219351,7.310909260141868,0.026310281635802468,131.02022280092592,61.84713308116481,210.01119261028055,7.339343130977217,0.01986111111111111,5.45458670910493,2.434059426056905,-26.574738609070465,0.028433870835349317,-0.006449170524691357
testing/flip/0002_000000017.jpg,flip,testing,0002,17,1080,1920,0.23862702546296297,1,307731,245989,120.98757185570987,57.20479387837178,252.9110180216134,7.233671998674507,0.028575906635802468,129.8851919367284,59.999655437634324,220.10944251509625,7.245826227339703,0.02204716435185185,8.89762008101853,2.794861559262543,-32.80157550651714,0.012154228665195888,-0.006528742283950617
testing/flip/0003_000000005.jpg,flip,testing,0003,5,1080,1920,0.1699686535493827,1,394555,344710,139.69272665895062,66.05735416956998,521.630853101596,7.307283340494507,0.05192997685185185,143.68780285493827,68.73185499998462,508.1271291453651,7.230183940468758,0.04713927469135802,3.99507619598765,2.674500830414644,-13.503723956230942,-0.077099400025749,-0.004790702160493827
testing/flip/0003_000000008.jpg,flip,testing,0003,8,1080,1920,0.1700323109567901,1,396788,347112,139.44433641975309,66.27550305150022,522.7067240545883,7.321631310541148,0.05210503472222222,143.19183015046298,68.65234214700735,509.6614684550607,7.229183944559683,0.04726610725308642,3.7474937307098912,2.3768390955071226,-13.04525559952765,-0.09244736598146552,-0.0048389274691357995
testing/flip/0003_000000022.jpg,flip,testing,0003,22,1080,1920,0.321694637345679,1,347271,296612,123.31393132716049,59.428291803500564,287.4211410067502,7.165894017928677,0.036104359567901236,134.61395158179013,58.35785485083938,270.4414226435825,7.2631647824026775,0.03141203703703704,11.300020254629644,-1.0704369526611828,-16.979718363167706,0.09727076447400052,-0.004692322530864199
testing/flip/0003_000000025.jpg,flip,testing,0003,25,1080,1920,0.38516782407407407,1,274031,218694,126.3244565007716,58.64271484923621,133.9728761498722,7.034215316860613,0.018489583333333334,136.85806616512346,56.19703331388489,113.27897569310115,7.029789314554437,0.013543113425925925,10.533609664351857,-2.4456815353513193,-20.69390045677106,-0.00442600230617618,-0.004946469907407408
testing/flip/0004_000000006.jpg,flip,testing,0004,6,1080,1920,0.2644184027777778,1,332756,284303,138.5598403742284,64.54755739497344,257.8202512118504,7.241017237792326,0.036006944444444446,145.01956018518518,66.02355155454762,246.5374691098581,7.2788397005876995,0.03191358024691358,6.459719810956784,1.475994159574185,-11.282782101992296,0.037822462795373823,-0.004093364197530869
testing/flip/0004_000000013.jpg,flip,testing,0004,13,1080,1920,0.20086467978395062,1,309282,255290,138.35482060185186,67.67419928986337,140.1623852170442,7.3458100436247316,0.027355806327160493,144.10520495756174,70.81743029614577,127.75136718565784,7.268680540382512,0.023212770061728394,5.750384355709883,3.143231006282406,-12.411018031386362,-0.07712950324221968,-0.004143036265432099
testing/flip/0004_000000014.jpg,flip,testing,0004,14,1080,1920,0.22095437885802469,1,300529,250407,137.56129870756172,67.28821529813801,121.32675298915956,7.347656547384453,0.024932484567901234,143.12067708333333,69.75026764216904,110.50516878857933,7.291834070020766,0.021389371141975307,5.559378375771615,2.4620523440310222,-10.821584200580233,-0.055822477363687284,-0.003543113425925927
testing/flip/0004_000000027.jpg,flip,testing,0004,27,1080,1920,0.46802179783950615,1,300314,233289,113.91867139274692,56.265670560241254,206.7012890487671,7.143242638269621,0.024276620370370372,140.87247106481482,44.64216991966366,164.4157822046369,7.043188949347734,0.017591628086419755,26.953799672067902,-11.623500640577596,-42.2855068441302,-0.1000536889218866,-0.006684992283950617
